OBJECTID,Line,Sample,X,Y,Mark,Status,GPSStat,Time_ms_,Time_hhmmss_sss_,PowerLn,ResLayer_1,ResLayer_2,ResLayer_3,ResLayer_4,ResLayer_5,ThiLayer_1,ThiLayer_2,ThiLayer_3,ThiLayer_4,FitError___
560,1,42274,617570.24,4613629.04,137,0,1,75389449.1,205629.4491,2.5,1875.92,1897.769,4.578,1601.005,1613.159,0.24,0.299,0.34,0.373,31.38
561,1,42275,617570.27,4613629.11,137,0,1,75389549.1,205629.5491,2.6,1852.824,1887.423,3.494,1607.278,2000,0.2,0.2,0.2,0.352,27.2
562,1,42276,617570.29,4613629.19,137,0,1,75389649.1,205629.6491,2.5,1952.956,1999.875,4.135,1613.492,2000,0.232,6,0.2,0.307,48.04
563,1,42277,617570.32,4613629.26,137,0,1,75389749.1,205629.7491,2.5,1668.863,1694.665,7.006,1610.625,1637.8,0.234,1.415,2.821,0.318,18.63
564,1,42278,617570.35,4613629.33,137,0,1,75389849.1,205629.8491,2.6,1841.91,1869.277,3.81,1786.689,2000,0.217,0.33,0.33,0.2,41.26
565,1,42279,617570.37,4613629.41,137,0,1,75389949.1,205629.9491,2.6,1836.871,1860.057,5.941,1786.562,1860.527,0.218,1.543,6,0.2,49.14
566,1,42280,617570.4,4613629.47,137,0,1,75390049.1,205630.0491,2.9,1844.408,1873.788,4.057,1786.666,1996.109,0.218,0.796,1.028,0.2,46.43
567,1,42281,617570.43,4613629.5,137,0,1,75390149.1,205630.1491,2.5,1844.344,1873.708,4.043,1786.67,1996.42,0.217,0.245,0.716,0.2,47.15
568,1,42282,617570.45,4613629.54,137,0,1,75390249.1,205630.2491,2.6,1965.357,2000,5.03,1879.184,2000,0.244,6,0.2,0.2,74.86
569,1,42299,617570.39,4613629.82,138,0,1,75391949.1,205631.9491,2.4,1982.303,1999.915,2.206,1706.488,1068.232,0.218,1.159,0.486,0.431,24.34
570,1,42300,617570.35,4613629.83,138,0,1,75392049.1,205632.0491,2.5,1982.05,2000,2.201,1706.3,1028.78,0.218,2.055,0.928,0.426,24.14
571,1,42301,617570.28,4613629.87,138,0,1,75392149.1,205632.1491,2.5,1963.073,1946.905,6.679,1706.126,988.414,0.218,1.516,6,0.421,20.46
572,1,42302,617570.21,4613629.91,138,0,1,75392249.1,205632.2491,2.3,1962.545,1945.716,7.095,1706.123,987.919,0.218,1.195,6,0.421,28.93
573,1,42303,617570.14,4613629.94,138,0,1,75392349.1,205632.3491,2.5,1962.363,1945.311,7.377,1706.122,987.642,0.218,1.558,5.396,0.421,28.38
574,1,42304,617570.07,4613629.98,138,0,1,75392449.1,205632.4491,2.4,1995.645,2000,2.581,1706.5,1108.07,0.218,2.51,1.08,0.432,33.61
575,1,42305,617570,4613630.01,138,0,1,75392549.1,205632.5491,2.7,1976.371,1946.071,7.017,1706.3,1057.181,0.218,1.488,6,0.427,25.49
576,1,42306,617569.93,4613630.05,138,0,1,75392649.1,205632.6491,2.4,1971.349,1959.717,4.75,1711.126,1414.375,0.2,0.2,0.35,0.515,32.97
577,1,42307,617569.86,4613630.09,138,0,1,75392749.1,205632.7491,2.2,1734.35,1749.087,2.327,1565.391,2000,0.2,0.2,0.2,0.433,25.99
578,1,42308,617569.79,4613630.12,138,0,1,75392849.1,205632.8491,2.4,1725.825,1745.04,1.76,1568.34,2000,0.2,0.2,0.2,0.406,37.95
579,1,42309,617569.72,4613630.16,138,0,1,75392949.1,205632.9491,2.8,1718.752,1728.071,3.071,1567.533,1829.212,0.218,2.188,5.105,0.413,28.96
580,1,42310,617569.67,4613630.19,138,0,1,75393049.1,205633.0491,2.2,1724.254,1741.505,2.93,1567.625,1847.057,0.217,0.272,0.677,0.413,46.18
581,1,42311,617569.66,4613630.23,138,0,1,75393149.1,205633.1491,2.8,1704.602,1731.947,1.532,1573.534,2000,0.2,0.2,0.2,0.367,33.13
582,1,42312,617569.64,4613630.27,138,0,1,75393249.1,205633.2491,2.6,1704.482,1732.084,1.613,1573.01,1901.749,0.212,2.3,0.518,0.372,31.12
583,1,42313,617569.63,4613630.3,138,0,1,75393349.1,205633.3491,2.6,1680.825,1708.133,3.584,1570.392,1107.328,0.201,0.378,0.2,0.357,52.34
584,1,42314,617569.62,4613630.34,138,0,1,75393449.1,205633.4491,2.5,1679.353,1702.036,5.435,1569.679,1043.179,0.214,1.292,6,0.349,27.69
585,1,42315,617569.6,4613630.38,138,0,1,75393549.1,205633.5491,2.4,1679.279,1701.888,5.573,1569.679,1043.108,0.214,1.408,6,0.349,29.77
586,1,42316,617569.59,4613630.41,138,0,1,75393649.1,205633.6491,2.5,1682.438,1707.758,5.177,1569.816,1099.417,0.213,0.235,0.781,0.351,26.28
587,1,42317,617569.57,4613630.45,138,0,1,75393749.1,205633.7491,2.4,1717.638,1799.028,1.913,1570.152,1270.156,0.226,2.307,0.846,0.356,27.63
588,1,42318,617569.56,4613630.49,138,0,1,75393849.1,205633.8491,2.5,1705.053,1757.241,3.774,1570.126,1263.965,0.226,2.544,6,0.356,30.24
589,1,42319,617569.54,4613630.53,138,0,1,75393949.1,205633.9491,2.6,1704.845,1756.6,3.865,1570.125,1263.913,0.226,2.616,6,0.356,32.8
590,1,42320,617569.53,4613630.58,138,0,1,75394049.1,205634.0491,2.8,1701.657,1747.152,5.37,1570.121,1262.779,0.226,2.149,6,0.356,22
591,1,42321,617569.51,4613630.65,138,0,1,75394149.1,205634.1491,2.5,1741.562,1858.655,1.7,1570.441,1384.987,0.226,2.491,0.854,0.358,17.12
592,1,42322,617569.5,4613630.73,138,0,1,75394249.1,205634.2491,2.3,1709.79,1758.902,5.451,1570.333,1351.433,0.226,2.107,6,0.358,20.92
593,1,42323,617569.48,4613630.8,138,0,1,75394349.1,205634.3491,2.4,1711.539,1763.84,4.488,1570.337,1352.693,0.226,2.365,4.202,0.358,21.8
594,1,42324,617569.47,4613630.88,138,0,1,75394449.1,205634.4491,2.6,1748.82,1862.87,1.58,1570.76,1526.271,0.226,2.283,0.736,0.36,13.66
595,1,42325,617569.45,4613630.95,138,0,1,75394549.1,205634.5491,2.3,1756.541,1885.494,1.429,1570.829,1553.785,0.226,2.608,0.738,0.36,17.35
596,1,42332,617569.28,4613631.51,138,0,1,75395249.1,205635.2491,2.7,1793.846,1984.416,1.127,1571.358,1871.751,0.225,2.715,0.597,0.358,24.82
597,1,42333,617569.23,4613631.6,138,0,1,75395349.1,205635.3491,2.8,1793.825,1984.363,1.131,1571.36,1871.793,0.225,1.872,0.409,0.358,20.13
598,1,42334,617569.19,4613631.69,138,0,1,75395449.1,205635.4491,2.8,1710.591,1892.623,1.63,1557.437,1440.97,0.22,0.371,0.2,0.422,38.4
599,1,42335,617569.15,4613631.79,138,0,1,75395549.1,205635.5491,2.5,1706.923,1890.579,1.893,1555.899,1304.627,0.217,0.377,0.2,0.413,30.51
600,1,42336,617569.11,4613631.88,138,0,1,75395649.1,205635.6491,2.2,1707.299,1895.817,1.879,1554.722,1257.46,0.223,2.05,0.801,0.402,17.93
601,1,42337,617569.06,4613631.97,138,0,1,75395749.1,205635.7491,2.3,1740.361,1997.255,1.197,1555.045,1364.369,0.222,2.749,0.666,0.405,17.02
602,1,42338,617569.02,4613632.06,138,0,1,75395849.1,205635.8491,2.8,1753.954,2000,1.035,1555.152,1395.114,0.222,2.898,0.674,0.406,15.54
603,1,42339,617568.98,4613632.15,138,0,1,75395949.1,205635.9491,2.2,1753.95,1999.99,1.036,1555.152,1395.122,0.222,2.712,0.612,0.406,16.57
604,1,42340,617568.95,4613632.24,138,0,1,75396049.1,205636.0491,2.6,1698.973,1826.598,3.264,1554.8,1300.143,0.223,2.388,2.64,0.403,22.52
605,1,42341,617568.95,4613632.31,138,0,1,75396149.1,205636.1491,2.6,1696.144,1817.809,4.168,1554.792,1298.814,0.223,2.393,6,0.403,29.28
606,1,42342,617568.95,4613632.38,138,0,1,75396249.1,205636.2491,2.5,1693.691,1810.174,5.344,1554.789,1298.175,0.223,2.471,6,0.403,31.46
607,1,42343,617568.95,4613632.46,138,0,1,75396349.1,205636.3491,2.7,1693.475,1809.505,5.461,1554.788,1298.095,0.223,2.573,6,0.403,32.85
608,1,42344,617568.95,4613632.53,138,0,1,75396449.1,205636.4491,2.1,1729.178,1922.721,1.565,1554.961,1346.36,0.222,3.015,1.136,0.405,21.05
609,1,42345,617568.95,4613632.61,138,0,1,75396549.1,205636.5491,2.7,1766.961,2000,1.103,1555.175,1419.271,0.222,3.349,0.687,0.406,30.04
610,1,42346,617568.95,4613632.68,138,0,1,75396649.1,205636.6491,1.9,2000,2000,0.361,1557.583,2000,0.22,4.269,0.2,0.39,49.05
611,1,42347,617568.94,4613632.75,138,0,1,75396749.1,205636.7491,2.4,2000,2000,0.361,1557.583,2000,0.22,4.599,0.2,0.39,56.95
612,1,42348,617568.94,4613632.83,138,0,1,75396849.1,205636.8491,2.2,2000,2000,0.361,1557.583,2000,0.22,4.599,0.2,0.39,49.59
613,1,42349,617568.94,4613632.9,138,0,1,75396949.1,205636.9491,2.8,1999.77,1999.407,0.389,1557.634,2000,0.22,3.472,0.2,0.389,34.93
614,1,42350,617568.93,4613632.98,138,0,1,75397049.1,205637.0491,2.9,1955.56,1901.886,0.409,1557.363,1904.123,0.22,2.895,0.234,0.392,12.55
615,1,42351,617568.92,4613633.05,138,0,1,75397149.1,205637.1491,2.5,1955.562,1901.891,0.409,1557.363,1904.117,0.22,2.982,0.251,0.392,13.3
616,1,42352,617568.9,4613633.12,138,0,1,75397249.1,205637.2491,2.3,1955.56,1901.907,0.41,1557.366,1904.15,0.22,3.652,0.2,0.392,35.43
617,1,42353,617568.89,4613633.2,138,0,1,75397349.1,205637.3491,2.9,1955.56,1901.907,0.41,1557.366,1904.15,0.22,3.652,0.2,0.392,38.98
618,1,42354,617568.87,4613633.27,138,0,1,75397449.1,205637.4491,2.1,1955.559,1901.89,0.41,1557.364,1904.134,0.22,3.149,0.244,0.392,23.88
619,1,42355,617568.86,4613633.35,138,0,1,75397549.1,205637.5491,2.7,1999.807,2000,0.362,1557.766,2000,0.22,2.949,0.2,0.388,20.89
620,1,42356,617568.84,4613633.42,138,0,1,75397649.1,205637.6491,2.3,1999.824,2000,0.361,1557.763,1999.964,0.221,3.703,0.308,0.388,27.04
621,1,42357,617568.83,4613633.49,138,0,1,75397749.1,205637.7491,2.7,1999.83,2000,0.36,1557.762,1999.953,0.221,3.909,0.375,0.388,19.9
622,1,42358,617568.81,4613633.57,138,0,1,75397849.1,205637.8491,2.2,1794.425,1309.541,0.982,1556.435,1551.187,0.217,3.087,0.703,0.397,21.47
623,1,42359,617568.8,4613633.64,138,0,1,75397949.1,205637.9491,2.4,1794.349,1309.357,0.999,1556.451,1551.426,0.217,1.443,0.2,0.397,22.84
624,1,42360,617568.78,4613633.71,138,0,1,75398049.1,205638.0491,2.4,1780.658,1292.243,1.547,1553.996,1094.174,0.2,0.233,0.2,0.372,27.33
625,1,42361,617568.77,4613633.76,138,0,1,75398149.1,205638.1491,2.3,1780.716,1292.317,1.591,1554.064,1094.663,0.201,0.385,0.2,0.373,37.67
626,1,42362,617568.75,4613633.82,138,0,1,75398249.1,205638.2491,2.6,1780.745,1292.341,1.589,1554.054,1094.218,0.202,0.739,0.256,0.373,36.5
627,1,42363,617568.74,4613633.87,138,0,1,75398349.1,205638.3491,2.8,1761.208,1223.22,4.281,1553.907,1044.778,0.201,2.254,6,0.37,25.53
628,1,42364,617568.72,4613633.93,138,0,1,75398449.1,205638.4491,2.7,1760.644,1221.417,4.619,1553.906,1044.581,0.201,1.948,6,0.37,23.73
629,1,42365,617568.71,4613633.98,138,0,1,75398549.1,205638.5491,2.6,1758.917,1216.661,6.381,1553.901,1042.983,0.201,1.51,6,0.37,19.84
630,1,42366,617568.69,4613634.04,138,0,1,75398649.1,205638.6491,2.1,1758.894,1216.608,6.427,1553.901,1042.955,0.201,1.738,6,0.37,18.86
631,1,42367,617568.68,4613634.09,138,0,1,75398749.1,205638.7491,2.7,1882.864,1386.408,3.058,1553.17,644.806,0.208,2.624,2.15,0.352,23.39
632,1,42368,617568.67,4613634.15,138,0,1,75398849.1,205638.8491,2.3,1919.562,1500.933,1.308,1553.518,770.493,0.209,2.498,0.704,0.37,14.66
633,1,42369,617568.65,4613634.2,138,0,1,75398949.1,205638.9491,3,1919.56,1500.929,1.309,1553.518,770.498,0.209,2.439,0.663,0.37,13.09
634,1,42370,617568.64,4613634.24,138,0,1,75399049.1,205639.0491,2.3,1919.563,1500.936,1.308,1553.517,770.492,0.209,2.56,0.707,0.37,12.18
635,1,42371,617568.64,4613634.26,138,0,1,75399149.1,205639.1491,2.6,2000,1921.184,0.559,1556.727,1811.597,0.211,2.303,0.2,0.414,22.21
636,1,42372,617568.64,4613634.28,138,0,1,75399249.1,205639.2491,2.2,2000,1921.183,0.559,1556.727,1811.599,0.211,2.278,0.2,0.414,18.91
637,1,42373,617568.64,4613634.3,138,0,1,75399349.1,205639.3491,2.3,2000,1921.209,0.557,1556.723,1811.546,0.211,2.79,0.299,0.415,18.14
638,1,42374,617568.64,4613634.31,138,0,1,75399449.1,205639.4491,2.6,2000,1921.234,0.556,1556.721,1811.521,0.211,3.272,0.385,0.415,26.85
639,1,42375,617568.64,4613634.33,138,0,1,75399549.1,205639.5491,2.7,1999.998,1921.228,0.556,1556.722,1811.527,0.211,3.223,0.352,0.415,23.18
640,1,42376,617568.64,4613634.35,138,0,1,75399649.1,205639.6491,2,2000,2000,0.364,1558.014,2000,0.211,3.14,0.2,0.402,24.38
641,1,42377,617568.64,4613634.37,138,0,1,75399749.1,205639.7491,3.1,1999.997,1999.988,0.364,1558.014,2000,0.211,2.885,0.2,0.402,14.64
642,1,42378,617568.64,4613634.39,138,0,1,75399849.1,205639.8491,2,1999.996,1999.984,0.364,1558.014,2000,0.211,2.801,0.2,0.402,11.49
643,1,42379,617568.64,4613634.41,138,0,1,75399949.1,205639.9491,2.9,1999.995,1999.984,0.364,1558.014,2000,0.211,2.789,0.2,0.402,14.09
644,1,42380,617568.65,4613634.44,138,0,1,75400049.1,205640.0491,2.2,1999.994,1999.979,0.364,1558.014,2000,0.211,2.685,0.2,0.402,14.52
645,1,42381,617568.66,4613634.5,138,0,1,75400149.1,205640.1491,2.5,1999.995,1999.987,0.365,1558.015,2000,0.211,2.927,0.2,0.402,21.6
646,1,42382,617568.67,4613634.55,138,0,1,75400249.1,205640.2491,2.5,1999.996,1999.997,0.365,1558.015,2000,0.211,3.25,0.2,0.402,25.85
647,1,42383,617568.68,4613634.61,138,0,1,75400349.1,205640.3491,2.5,1979.148,1926.705,0.385,1557.864,1952.086,0.211,2.818,0.2,0.403,26.89
648,1,42384,617568.69,4613634.67,138,0,1,75400449.1,205640.4491,2.5,1947.964,1847.92,0.582,1556.557,1598.778,0.211,1.446,0.2,0.413,36.9
649,1,42385,617568.7,4613634.72,138,0,1,75400549.1,205640.5491,2.5,1947.97,1847.936,0.583,1556.557,1598.77,0.211,1.787,0.2,0.413,22.78
650,1,42386,617568.71,4613634.78,138,0,1,75400649.1,205640.6491,2.4,1947.977,1847.95,0.582,1556.555,1598.747,0.211,2.132,0.23,0.413,17.96
651,1,42387,617568.72,4613634.83,138,0,1,75400749.1,205640.7491,2.5,1947.978,1847.954,0.582,1556.555,1598.742,0.211,2.212,0.239,0.413,16.42
652,1,42388,617568.73,4613634.89,138,0,1,75400849.1,205640.8491,2.3,1947.978,1847.953,0.582,1556.555,1598.742,0.211,2.198,0.238,0.413,15.65
653,1,42389,617568.74,4613634.94,139,0,1,75400949.1,205640.9491,2.6,1947.976,1847.948,0.582,1556.555,1598.75,0.211,2.088,0.224,0.413,17.87
654,1,42390,617568.76,4613635,139,0,1,75401049.1,205641.0491,2.5,1947.98,1847.956,0.581,1556.554,1598.736,0.211,2.274,0.25,0.413,15.77
655,1,42391,617568.77,4613635.06,139,0,1,75401149.1,205641.1491,2.5,1947.984,1847.966,0.581,1556.553,1598.722,0.211,2.488,0.283,0.413,14.31
656,1,42392,617568.78,4613635.11,139,0,1,75401249.1,205641.2491,2.4,1947.988,1847.974,0.58,1556.552,1598.711,0.211,2.64,0.32,0.413,12.88
657,1,42393,617568.79,4613635.17,139,0,1,75401349.1,205641.3491,2.5,1947.984,1847.964,0.581,1556.553,1598.723,0.211,2.462,0.277,0.413,13.19
658,1,42394,617568.8,4613635.22,139,0,1,75401449.1,205641.4491,2.5,1947.984,1847.964,0.581,1556.553,1598.722,0.211,2.443,0.281,0.413,12.43
659,1,42395,617568.81,4613635.28,139,0,1,75401549.1,205641.5491,2.4,1947.981,1847.957,0.581,1556.554,1598.729,0.211,2.294,0.265,0.413,16.74
660,1,42396,617568.82,4613635.33,139,0,1,75401649.1,205641.6491,2.5,1947.977,1847.951,0.582,1556.555,1598.751,0.211,2.18,0.215,0.413,17.04
661,1,42397,617568.83,4613635.39,139,0,1,75401749.1,205641.7491,2.4,2000,2000,0.458,1557.582,1952.55,0.212,2.814,0.2,0.407,22.19
662,1,42404,617568.91,4613635.78,139,0,1,75402449.1,205642.4491,2.6,1973.224,1948.109,8.294,1531.233,1910.101,0.274,0.91,6,0.201,27.52
663,1,42405,617568.92,4613635.84,139,0,1,75402549.1,205642.5491,2.3,1962.759,1930.879,9.636,1531.205,1894.985,0.274,1.864,6,0.201,46.73
664,1,42406,617568.93,4613635.89,139,0,1,75402649.1,205642.6491,2.4,1956.1,1917.454,10.13,1531.195,1887.587,0.274,1.398,6,0.201,39.26
665,1,42407,617568.94,4613635.95,139,0,1,75402749.1,205642.7491,2.3,1935.603,1887.663,11.196,1531.105,1707.96,0.27,0.514,6,0.201,28.61
666,1,42408,617568.95,4613636,139,0,1,75402849.1,205642.8491,2.4,1942.768,1899.156,3.208,1531.11,1721.374,0.271,1.808,2.314,0.201,18.64
667,1,42409,617568.96,4613636.06,139,0,1,75402949.1,205642.9491,2.4,1585.463,1552.08,3.858,1254.731,2000,0.2,0.2,0.33,1.444,24.61
668,1,42410,617568.97,4613636.11,139,0,1,75403049.1,205643.0491,2.4,1581.924,1541.198,6.097,1251.686,1938.74,0.216,1.981,6,1.648,26.78
669,1,42411,617568.99,4613636.17,139,0,1,75403149.1,205643.1491,2.4,1679.005,1880.966,1.865,1258.176,2000,0.216,3.295,0.766,1.178,50.94
670,1,42412,617569,4613636.23,139,0,1,75403249.1,205643.2491,2.4,2000,2000,0.591,1266.802,2000,0.213,4.573,0.293,0.741,53.85
671,1,42413,617569.01,4613636.28,139,0,1,75403349.1,205643.3491,2.4,1991.546,1964.948,0.621,1266.783,1991.029,0.213,2.773,0.2,0.743,34.69
672,1,42414,617569.02,4613636.34,139,0,1,75403449.1,205643.4491,2.4,1991.546,1964.948,0.621,1266.783,1991.029,0.213,2.773,0.2,0.743,32.7
673,1,42415,617569.03,4613636.39,139,0,1,75403549.1,205643.5491,2.5,1957.45,1869.1,0.653,1265.166,1893.932,0.213,2.066,0.239,0.81,19.26
674,1,42416,617569.04,4613636.45,139,0,1,75403649.1,205643.6491,2.2,1863.943,1538.473,1.85,1263.257,1775.074,0.212,2.958,1.596,0.882,25.43
675,1,42417,617569.05,4613636.5,139,0,1,75403749.1,205643.7491,1.6,1839.035,1454.177,4.429,1262.736,1740.357,0.211,2.362,3.749,0.901,25.08
676,1,42418,617569.06,4613636.56,139,0,1,75403849.1,205643.8491,3.6,1885.323,1608.955,1.277,1264.033,1834.395,0.212,2.965,0.847,0.853,18.63
677,1,42419,617569.07,4613636.62,139,0,1,75403949.1,205643.9491,2.5,1889.722,1624.054,1.215,1264.154,1842.206,0.212,2.672,0.728,0.848,12.79
678,1,42420,617569.08,4613636.67,139,0,1,75404049.1,205644.0491,2.7,1893.686,1636.942,1.156,1264.304,1852.448,0.212,2.732,0.707,0.843,14.89
679,1,42421,617569.1,4613636.73,139,0,1,75404149.1,205644.1491,2.8,1893.688,1636.95,1.156,1264.304,1852.448,0.212,2.937,0.694,0.843,22.72
680,1,42422,617569.11,4613636.78,139,0,1,75404249.1,205644.2491,1.6,1891.908,1630.926,1.181,1264.254,1848.51,0.212,2.327,0.476,0.845,18.04
681,1,42423,617569.12,4613636.84,139,0,1,75404349.1,205644.3491,3,1891.919,1630.953,1.178,1264.25,1848.481,0.212,2.798,0.613,0.845,19.47
682,1,42424,617569.13,4613636.89,139,0,1,75404449.1,205644.4491,1.9,1891.922,1630.961,1.177,1264.249,1848.474,0.212,2.937,0.655,0.845,19.59
683,1,42425,617569.14,4613636.95,139,0,1,75404549.1,205644.5491,2.2,1891.911,1630.929,1.18,1264.252,1848.501,0.212,2.428,0.509,0.845,14.65
684,1,42426,617569.15,4613637.01,139,0,1,75404649.1,205644.6491,2.2,1891.907,1630.916,1.18,1264.253,1848.509,0.212,2.195,0.485,0.845,14.32
685,1,42427,617569.16,4613637.06,139,0,1,75404749.1,205644.7491,2.9,1891.913,1630.927,1.177,1264.249,1848.482,0.212,2.4,0.635,0.845,17.53
686,1,42428,617569.17,4613637.12,139,0,1,75404849.1,205644.8491,2.8,1841.498,1465.304,3.712,1262.77,1757.034,0.211,2.324,2.873,0.9,18.69
687,1,42429,617569.18,4613637.17,139,0,1,75404949.1,205644.9491,2.7,1862.426,1527.062,2.142,1263.934,1845.282,0.212,2.295,0.941,0.857,18.61
688,1,42430,617569.19,4613637.23,139,0,1,75405049.1,205645.0491,2.5,1865.72,1536.911,2.037,1264.134,1861.152,0.212,1.936,0.684,0.849,19.47
689,1,42431,617569.21,4613637.28,139,0,1,75405149.1,205645.1491,2.3,1865.72,1536.908,2.036,1264.132,1861.143,0.212,1.899,0.742,0.849,18.34
690,1,42432,617569.22,4613637.34,139,0,1,75405249.1,205645.2491,2.1,1881.134,1582.281,1.505,1265.033,1934.433,0.212,2.314,0.742,0.813,14.22
691,1,42433,617569.23,4613637.4,139,0,1,75405349.1,205645.3491,1.7,1881.117,1582.243,1.514,1265.042,1934.5,0.212,1.678,0.45,0.813,23.16
692,1,42434,617569.24,4613637.45,139,0,1,75405449.1,205645.4491,3.1,1881.122,1582.257,1.514,1265.042,1934.488,0.212,1.922,0.455,0.813,23.38
693,1,42435,617569.25,4613637.51,139,0,1,75405549.1,205645.5491,2.8,1881.129,1582.27,1.512,1265.038,1934.463,0.212,2.154,0.529,0.813,28.18
694,1,42436,617569.26,4613637.56,139,0,1,75405649.1,205645.6491,2.5,1881.107,1582.223,1.519,1265.049,1934.53,0.212,1.521,0.331,0.813,29.02
695,1,42437,617569.27,4613637.62,139,0,1,75405749.1,205645.7491,2.1,1881.095,1582.202,1.522,1265.056,1934.596,0.212,1.185,0.272,0.813,27.7
696,1,42438,617569.28,4613637.67,139,0,1,75405849.1,205645.8491,2.6,1881.085,1582.185,1.523,1265.062,1934.66,0.212,0.947,0.244,0.812,25.36
697,1,42439,617569.29,4613637.73,139,0,1,75405949.1,205645.9491,2.5,1881.121,1582.227,1.51,1265.025,1934.348,0.212,2.086,0.63,0.813,15.19
698,1,42440,617569.3,4613637.79,139,0,1,75406049.1,205646.0491,2.2,1881.125,1582.238,1.508,1265.023,1934.334,0.212,2.289,0.71,0.813,17.08
699,1,42441,617569.32,4613637.84,139,0,1,75406149.1,205646.1491,2.6,1891.258,1613.77,1.297,1265.463,1970.082,0.212,2.547,0.715,0.795,15.05
700,1,42442,617569.33,4613637.9,139,0,1,75406249.1,205646.2491,2.7,1863.76,1522.525,2.116,1264.732,1917.087,0.212,2.676,1.479,0.825,14.59
701,1,42443,617569.34,4613637.95,139,0,1,75406349.1,205646.3491,2.7,1901.979,1650.414,1.163,1265.766,1994.307,0.212,2.909,0.728,0.783,15.18
702,1,42444,617569.35,4613638.01,139,0,1,75406449.1,205646.4491,2.5,1901.978,1650.411,1.163,1265.766,1994.306,0.212,2.815,0.741,0.783,13.25
703,1,42445,617569.36,4613638.06,139,0,1,75406549.1,205646.5491,2.7,1905.061,1660.641,1.124,1265.857,2000,0.212,2.629,0.595,0.779,15.12
704,1,42446,617569.37,4613638.12,139,0,1,75406649.1,205646.6491,1.8,1905.06,1660.638,1.124,1265.857,2000,0.212,2.585,0.585,0.779,18.34
705,1,42447,617569.38,4613638.18,139,0,1,75406749.1,205646.7491,1.7,1905.061,1660.641,1.124,1265.857,1999.996,0.212,2.639,0.605,0.779,16.51
706,1,42448,617569.39,4613638.23,139,0,1,75406849.1,205646.8491,2,1835.958,1371.725,1.767,1265.101,1860.537,0.211,4.295,1.331,0.81,48.64
707,1,42449,617569.4,4613638.29,139,0,1,75406949.1,205646.9491,1.9,1796.223,1218.098,5.108,1264.647,1799.374,0.209,2.594,6,0.827,31.53
708,1,42450,617569.4,4613638.37,139,0,1,75407049.1,205647.0491,2.9,1794.378,1212.287,6.357,1264.633,1797.924,0.209,1.978,6,0.827,21.83
709,1,42451,617569.38,4613638.47,139,0,1,75407149.1,205647.1491,2.9,1822.509,1300.436,1.824,1265.399,1856.179,0.21,2.658,1.117,0.8,16.01
710,1,42452,617569.35,4613638.57,139,0,1,75407249.1,205647.2491,2.9,1844.293,1371.227,1.285,1266.1,1911.121,0.211,2.69,0.755,0.774,13.69
711,1,42453,617569.33,4613638.67,139,0,1,75407349.1,205647.3491,2,1844.289,1371.216,1.287,1266.102,1911.131,0.211,2.541,0.655,0.774,14.55
712,1,42454,617569.31,4613638.77,139,0,1,75407449.1,205647.4491,2.4,2000,2000,0.401,1272.619,2000,0.214,2.85,0.2,0.547,16.99
713,1,42455,617569.29,4613638.87,139,0,1,75407549.1,205647.5491,2.4,2000,2000,0.375,1273.051,2000,0.215,3.115,0.2,0.534,25
714,1,42456,617569.26,4613638.97,139,0,1,75407649.1,205647.6491,2.6,2000,2000,0.374,1273.079,2000,0.214,2.973,0.2,0.533,17.22
715,1,42457,617569.24,4613639.08,139,0,1,75407749.1,205647.7491,2.5,1999.999,1999.996,0.374,1273.079,2000,0.214,2.907,0.2,0.533,19.15
716,1,42458,617569.22,4613639.18,139,0,1,75407849.1,205647.8491,2.7,1999.997,1999.993,0.374,1273.079,2000,0.214,2.828,0.2,0.533,16.65
717,1,42459,617569.2,4613639.28,139,0,1,75407949.1,205647.9491,2.6,2000,1999.998,0.373,1273.078,1999.994,0.214,2.916,0.215,0.533,15.62
718,1,42460,617569.17,4613639.38,139,0,1,75408049.1,205648.0491,2.3,1995.485,1985.173,0.378,1272.996,1985.026,0.214,2.885,0.2,0.536,17.14
719,1,42461,617569.15,4613639.48,139,0,1,75408149.1,205648.1491,2.2,1995.486,1985.174,0.379,1272.996,1985.026,0.214,2.918,0.2,0.536,18.75
720,1,42462,617569.13,4613639.58,139,0,1,75408249.1,205648.2491,2.1,1995.487,1985.181,0.379,1272.996,1985.028,0.215,3.077,0.2,0.536,23.35
721,1,42482,617569.61,4613641.09,139,0,1,75410249.1,205650.2491,2.6,1808.604,1297.02,1.573,1270.944,1825.188,0.211,2.354,0.758,0.596,12.76
722,1,42483,617569.59,4613641.17,139,0,1,75410349.1,205650.3491,2.8,1808.605,1297.023,1.573,1270.944,1825.185,0.211,2.409,0.776,0.596,16.88
723,1,42484,617569.58,4613641.24,139,0,1,75410449.1,205650.4491,3,1779.396,1192.598,4.458,1270.731,1800.559,0.21,2.509,6,0.601,27.3
724,1,42485,617569.56,4613641.32,139,0,1,75410549.1,205650.5491,2.5,1776.827,1184.427,4.69,1270.705,1799.604,0.21,1.986,6,0.601,39.59
725,1,42486,617569.55,4613641.39,139,0,1,75410649.1,205650.6491,2,1778.317,1189.855,3.949,1270.695,1799.863,0.21,3.244,6,0.601,70.25
