Line,Sample,X,Y,Mark,Status,GPSStat,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ResLayer_4, ResLayer_5, ThiLayer_1, ThiLayer_2, ThiLayer_3, ThiLayer_4,FitError(%)
1.0,2436.5,617646.21,4613609.99,5.0,0.0,2.0,71336000.2,194855.8502,1.75, 2000.000, 127.652, 0.410, 20.430, 1228.077, 2.883, 0.284, 0.203, 0.200, 17.83
1.0,2436.5,617646.21,4613609.97,5.0,0.0,2.0,71336000.2,194855.9502,1.7, 2000.000, 127.652, 0.410, 20.430, 1228.095, 2.880, 0.281, 0.206, 0.200, 16.42
1.0,2447.0,617646.21,4613610.15,5.0,0.0,2.0,71337050.2,194857.0502,1.8, 2000.000, 127.653, 0.410, 20.430, 1228.055, 2.915, 0.317, 0.226, 0.200, 18.54
1.0,2448.0,617646.23,4613610.15,5.0,0.0,2.0,71337150.2,194857.1502,1.7, 2000.000, 127.653, 0.410, 20.430, 1228.045, 2.924, 0.328, 0.231, 0.201, 17.85
1.0,2449.0,617646.24,4613610.15,5.0,0.0,2.0,71337250.2,194857.2502,1.7, 1999.820, 127.652, 0.410, 20.430, 1228.073, 2.892, 0.291, 0.225, 0.200, 15.91
1.0,2450.0,617646.25,4613610.15,5.0,0.0,2.0,71337350.2,194857.3502,1.8, 2000.000, 127.703, 0.399, 20.454, 1259.680, 2.855, 0.236, 0.206, 0.200, 14.29
1.0,2451.0,617646.27,4613610.15,5.0,0.0,2.0,71337450.2,194857.4502,1.7, 1999.800, 127.702, 0.399, 20.454, 1259.711, 2.818, 0.213, 0.212, 0.200, 13.56
1.0,2452.0,617646.28,4613610.15,5.0,0.0,2.0,71337550.2,194857.5502,1.8, 1833.574, 127.396, 0.457, 20.007, 1151.699, 2.755, 0.252, 0.201, 6.000, 15.64
1.0,2453.0,617646.3,4613610.15,5.0,0.0,2.0,71337650.2,194857.6502,1.7, 1833.772, 127.398, 0.458, 19.982, 1151.654, 2.797, 0.292, 0.200, 5.966, 17.59
1.0,2454.0,617646.31,4613610.15,5.0,0.0,2.0,71337750.2,194857.7502,1.7, 1928.751, 127.521, 0.447, 24.420, 1084.832, 2.846, 0.283, 0.200, 4.866, 17.96
1.0,2455.0,617646.32,4613610.15,5.0,0.0,2.0,71337850.2,194857.8502,1.8, 1928.869, 127.526, 0.450, 24.452, 1084.845, 2.872, 0.311, 0.200, 4.615, 17.63
1.0,2461.0,617646.34,4613610.15,5.0,0.0,2.0,71338450.20000002,194857.9502,1.8, 1969.632, 127.578, 0.435, 24.856, 1118.171, 2.814, 0.228, 0.222, 0.299, 13.47
1.0,2467.0,617646.34,4613610.17,5.0,0.0,2.0,71339050.2,194859.0502,1.7, 1883.783, 127.413, 0.465, 24.389, 1057.914, 2.791, 0.260, 0.200, 6.000, 15.28
1.0,2468.0,617646.32,4613610.2,5.0,0.0,2.0,71339150.2,194859.1502,1.8, 1884.173, 127.415, 0.465, 24.337, 1057.848, 2.860, 0.331, 0.213, 6.000, 17.10
1.0,2469.0,617646.31,4613610.24,5.0,0.0,2.0,71339250.2,194859.2502,1.8, 1883.934, 127.414, 0.465, 24.323, 1057.794, 2.840, 0.306, 0.212, 6.000, 16.43
1.0,2470.0,617646.29,4613610.28,5.0,0.0,2.0,71339350.2,194859.3502,1.7, 1883.353, 127.412, 0.466, 24.382, 1057.845, 2.752, 0.223, 0.200, 5.051, 15.29
1.0,2471.0,617646.28,4613610.31,5.0,0.0,2.0,71339450.2,194859.4502,1.7, 1912.704, 127.444, 0.453, 24.805, 1088.484, 2.703, 0.200, 0.221, 0.303, 12.85
1.0,2472.0,617646.27,4613610.35,5.0,0.0,2.0,71339550.2,194859.5502,1.8, 1912.864, 127.445, 0.453, 24.805, 1088.452, 2.732, 0.217, 0.227, 0.304, 12.02
1.0,2473.0,617646.25,4613610.39,5.0,0.0,2.0,71339650.2,194859.6502,1.8, 1913.203, 127.446, 0.453, 24.804, 1088.394, 2.793, 0.260, 0.239, 0.305, 12.68
1.0,2474.0,617646.24,4613610.42,5.0,0.0,2.0,71339750.2,194859.7502,1.8, 1912.906, 127.445, 0.453, 24.805, 1088.448, 2.741, 0.220, 0.217, 0.304, 11.40
1.0,2475.0,617646.22,4613610.46,5.0,0.0,2.0,71339850.2,194859.8502,1.8, 1912.730, 127.445, 0.453, 24.805, 1088.479, 2.712, 0.202, 0.210, 0.303, 12.94
1.0,2476.0,617646.21,4613610.5,5.0,0.0,2.0,71339950.2,194859.9502,1.8, 1913.262, 127.446, 0.453, 24.804, 1088.380, 2.803, 0.263, 0.237, 0.305, 14.26
1.0,2477.0,617646.2,4613610.54,5.0,0.0,2.0,71340050.2,194900.0502,1.8, 1788.714, 126.906, 0.504, 24.266, 1028.609, 2.815, 0.495, 0.269, 6.000, 18.30
1.0,2478.0,617646.2,4613610.6,5.0,0.0,2.0,71340150.2,194900.1502,1.8, 1788.714, 126.906, 0.504, 24.266, 1028.609, 2.815, 0.495, 0.269, 6.000, 19.55
1.0,2479.0,617646.2,4613610.65,5.0,0.0,2.0,71340250.2,194900.2502,1.8, 1778.463, 126.879, 0.512, 21.954, 1022.692, 2.702, 0.261, 0.220, 6.000, 15.82
1.0,2480.0,617646.2,4613610.71,5.0,0.0,2.0,71340350.2,194900.3502,1.7, 1894.411, 127.119, 0.462, 22.429, 1116.307, 2.801, 0.260, 0.247, 0.200, 13.80
1.0,2481.0,617646.2,4613610.76,5.0,0.0,2.0,71340450.2,194900.4502,1.6, 1952.142, 127.198, 0.442, 22.471, 1176.106, 2.792, 0.222, 0.217, 0.200, 16.06
1.0,2482.0,617646.2,4613610.82,5.0,0.0,2.0,71340550.2,194900.5502,1.8, 1951.751, 127.199, 0.444, 22.473, 1176.236, 2.726, 0.206, 0.200, 0.200, 17.47
1.0,2483.0,617646.19,4613610.88,5.0,0.0,2.0,71340650.2,194900.6502,1.8, 1952.061, 127.200, 0.444, 22.473, 1176.177, 2.778, 0.238, 0.213, 0.200, 14.00
1.0,2484.0,617646.19,4613610.93,5.0,0.0,2.0,71340750.2,194900.7502,1.8, 1952.295, 127.201, 0.444, 22.472, 1176.132, 2.817, 0.270, 0.233, 0.201, 12.60
1.0,2485.0,617646.19,4613610.99,5.0,0.0,2.0,71340850.2,194900.8502,1.8, 1952.357, 127.201, 0.444, 22.472, 1176.124, 2.828, 0.280, 0.230, 0.201, 14.03
1.0,2486.0,617646.19,4613611.04,5.0,0.0,2.0,71340950.2,194900.9502,1.8, 1951.919, 127.199, 0.444, 22.473, 1176.200, 2.755, 0.220, 0.206, 0.200, 13.64
1.0,2487.0,617646.18,4613611.11,5.0,0.0,2.0,71341050.2,194901.0502,1.7, 1951.636, 127.198, 0.444, 22.473, 1176.243, 2.706, 0.200, 0.213, 0.200, 11.79
1.0,2488.0,617646.17,4613611.18,5.0,0.0,2.0,71341150.2,194901.1502,1.7, 1800.836, 126.827, 0.508, 21.975, 1074.462, 2.698, 0.286, 0.222, 6.000, 13.98
1.0,2489.0,617646.15,4613611.25,5.0,0.0,2.0,71341250.2,194901.2502,1.7, 1843.627, 126.923, 0.489, 22.409, 1111.073, 2.734, 0.282, 0.246, 0.247, 14.01
1.0,2490.0,617646.14,4613611.33,5.0,0.0,2.0,71341350.2,194901.3502,1.7, 1964.997, 127.071, 0.440, 22.528, 1256.962, 2.636, 0.200, 0.202, 0.200, 14.46
1.0,2491.0,617646.12,4613611.4,5.0,0.0,2.0,71341450.2,194901.4502,1.8, 1965.153, 127.071, 0.439, 22.527, 1256.926, 2.663, 0.216, 0.221, 0.200, 12.28
1.0,2492.0,617646.11,4613611.48,5.0,0.0,2.0,71341550.2,194901.5502,1.8, 1989.016, 127.101, 0.430, 22.550, 1286.897, 2.580, 0.200, 0.200, 0.200, 13.14
1.0,2493.0,617646.09,4613611.55,5.0,0.0,2.0,71341650.2,194901.6502,1.8, 1994.701, 127.112, 0.428, 22.554, 1292.547, 2.645, 0.242, 0.200, 0.200, 14.89
1.0,2494.0,617646.08,4613611.62,5.0,0.0,2.0,71341750.2,194901.7502,1.8, 1995.188, 127.114, 0.429, 22.554, 1292.457, 2.727, 0.325, 0.214, 0.201, 13.33
1.0,2495.0,617646.06,4613611.7,5.0,0.0,2.0,71341850.2,194901.8502,1.7, 1995.147, 127.114, 0.429, 22.553, 1292.463, 2.720, 0.315, 0.216, 0.201, 13.40
1.0,2496.0,617646.05,4613611.77,5.0,0.0,2.0,71341950.2,194901.9502,1.7, 1994.973, 127.113, 0.429, 22.554, 1292.496, 2.691, 0.280, 0.206, 0.200, 15.01
1.0,2497.0,617646.04,4613611.85,5.0,0.0,2.0,71342050.2,194902.0502,1.8, 1994.729, 127.112, 0.428, 22.554, 1292.540, 2.651, 0.241, 0.202, 0.200, 14.23
1.0,2498.0,617646.04,4613611.92,5.0,0.0,2.0,71342150.2,194902.1502,1.6, 1995.086, 127.113, 0.428, 22.553, 1292.472, 2.712, 0.298, 0.216, 0.201, 14.21
1.0,2499.0,617646.04,4613611.99,5.0,0.0,2.0,71342250.2,194902.2502,1.7, 1995.361, 127.115, 0.429, 22.553, 1292.425, 2.758, 0.362, 0.214, 0.201, 17.52
1.0,2500.0,617646.04,4613612.07,5.0,0.0,2.0,71342350.2,194902.3502,1.7, 1995.756, 127.118, 0.429, 22.553, 1292.355, 2.820, 0.494, 0.232, 0.201, 18.88
1.0,2501.0,617646.03,4613612.14,5.0,0.0,2.0,71342450.2,194902.4502,1.8, 1995.549, 127.116, 0.429, 22.553, 1292.385, 2.789, 0.411, 0.224, 0.201, 17.82
1.0,2502.0,617646.03,4613612.22,5.0,0.0,2.0,71342550.2,194902.5502,1.8, 1995.148, 127.113, 0.429, 22.554, 1292.450, 2.726, 0.303, 0.207, 0.200, 15.23
1.0,2503.0,617646.03,4613612.29,5.0,0.0,2.0,71342650.2,194902.6502,1.7, 2000.000, 127.174, 0.420, 22.575, 1320.190, 2.720, 0.267, 0.200, 0.200, 13.84
1.0,2504.0,617646.03,4613612.36,5.0,0.0,2.0,71342750.2,194902.7502,1.7, 1999.999, 127.174, 0.420, 22.575, 1320.174, 2.731, 0.278, 0.211, 0.200, 13.28
1.0,2505.0,617646.03,4613612.44,5.0,0.0,2.0,71342850.2,194902.8502,1.7, 1999.768, 127.173, 0.419, 22.575, 1320.217, 2.691, 0.241, 0.204, 0.200, 14.22
1.0,2506.0,617646.03,4613612.51,5.0,0.0,2.0,71342950.2,194902.9502,1.8, 1999.533, 127.172, 0.419, 22.575, 1320.262, 2.650, 0.211, 0.200, 0.200, 13.04
1.0,2507.0,617646.02,4613612.58,5.0,0.0,2.0,71343050.2,194903.0502,1.7, 2000.000, 127.175, 0.419, 22.575, 1320.112, 2.789, 0.330, 0.232, 0.201, 14.01
1.0,2508.0,617646.01,4613612.63,5.0,0.0,2.0,71343150.2,194903.1502,1.7, 1825.513, 126.388, 0.487, 21.366, 1214.084, 2.649, 0.400, 0.220, 6.000, 16.12
1.0,2509.0,617645.99,4613612.69,5.0,0.0,2.0,71343250.2,194903.2502,1.7, 1825.224, 126.387, 0.487, 21.390, 1214.080, 2.615, 0.332, 0.200, 5.748, 14.42
1.0,2510.0,617645.98,4613612.74,5.0,0.0,2.0,71343350.2,194903.3502,1.7, 1855.688, 126.474, 0.473, 21.776, 1243.546, 2.630, 0.307, 0.234, 0.298, 12.11
1.0,2511.0,617645.96,4613612.8,5.0,0.0,2.0,71343450.2,194903.4502,1.7, 1855.949, 126.475, 0.473, 21.775, 1243.494, 2.674, 0.376, 0.251, 0.299, 12.83
1.0,2512.0,617645.95,4613612.85,5.0,0.0,2.0,71343550.2,194903.5502,1.8, 1856.090, 126.477, 0.473, 21.775, 1243.472, 2.697, 0.426, 0.249, 0.299, 14.61
1.0,2513.0,617645.93,4613612.91,5.0,0.0,2.0,71343650.2,194903.6502,1.8, 2000.000, 127.066, 0.416, 21.899, 1365.585, 2.830, 0.317, 0.220, 0.200, 16.98
1.0,2514.0,617645.92,4613612.96,5.0,0.0,2.0,71343750.2,194903.7502,1.8, 2000.000, 127.223, 0.393, 21.946, 1419.095, 2.860, 0.274, 0.212, 0.200, 16.86
1.0,2515.0,617645.9,4613613.02,5.0,0.0,2.0,71343850.2,194903.8502,1.7, 1836.964, 126.808, 0.444, 21.538, 1305.303, 2.757, 0.330, 0.200, 4.745, 16.68
1.0,2516.0,617645.89,4613613.07,5.0,0.0,2.0,71343950.2,194903.9502,1.8, 1836.811, 126.812, 0.448, 21.593, 1305.357, 2.739, 0.305, 0.200, 4.028, 15.44
1.0,2517.0,617645.88,4613613.13,5.0,0.0,2.0,71344050.2,194904.0502,1.7, 1868.271, 126.862, 0.436, 21.960, 1336.956, 2.695, 0.236, 0.208, 0.288, 13.84
1.0,2518.0,617645.88,4613613.18,5.0,0.0,2.0,71344150.2,194904.1502,1.6, 1868.612, 126.864, 0.436, 21.959, 1336.891, 2.754, 0.286, 0.219, 0.289, 15.81
1.0,2519.0,617645.88,4613613.24,5.0,0.0,2.0,71344250.2,194904.2502,1.7, 1868.249, 126.862, 0.436, 21.960, 1336.960, 2.692, 0.230, 0.206, 0.288, 15.69
1.0,2520.0,617645.88,4613613.3,5.0,0.0,2.0,71344350.2,194904.3502,1.7, 1867.778, 126.860, 0.436, 21.961, 1337.051, 2.610, 0.200, 0.200, 0.287, 14.64
1.0,2521.0,617645.88,4613613.35,5.0,0.0,2.0,71344450.2,194904.4502,1.9, 1867.830, 126.862, 0.437, 21.962, 1337.068, 2.621, 0.206, 0.200, 0.285, 14.89
1.0,2522.0,617645.88,4613613.41,5.0,0.0,2.0,71344550.2,194904.5502,1.9, 1885.725, 126.890, 0.431, 21.990, 1356.186, 2.662, 0.224, 0.200, 0.222, 14.98
1.0,2523.0,617645.87,4613613.46,5.0,0.0,2.0,71344650.2,194904.6502,1.9, 1808.140, 126.759, 0.459, 21.751, 1274.427, 2.635, 0.250, 0.200, 1.544, 13.39
1.0,2524.0,617645.87,4613613.52,5.0,0.0,2.0,71344750.2,194904.7502,1.8, 1808.018, 126.760, 0.460, 21.736, 1274.068, 2.669, 0.283, 0.200, 1.730, 15.80
1.0,2525.0,617645.87,4613613.57,5.0,0.0,2.0,71344850.2,194904.8502,1.8, 1856.105, 126.897, 0.443, 21.963, 1315.092, 2.750, 0.321, 0.223, 0.244, 15.11
1.0,2526.0,617645.87,4613613.63,5.0,0.0,2.0,71344950.2,194904.9502,1.8, 1855.890, 126.896, 0.443, 21.963, 1315.127, 2.715, 0.278, 0.219, 0.244, 14.40
1.0,2527.0,617645.86,4613613.68,5.0,0.0,2.0,71345050.2,194905.0502,1.6, 1855.707, 126.895, 0.443, 21.963, 1315.162, 2.684, 0.248, 0.209, 0.244, 14.24
1.0,2528.0,617645.85,4613613.74,5.0,0.0,2.0,71345150.2,194905.1502,1.8, 1855.950, 126.896, 0.443, 21.963, 1315.117, 2.725, 0.287, 0.209, 0.244, 15.66
1.0,2529.0,617645.83,4613613.79,5.0,0.0,2.0,71345250.2,194905.2502,1.9, 1856.422, 126.899, 0.443, 21.963, 1315.031, 2.801, 0.390, 0.228, 0.245, 15.69
1.0,2530.0,617645.82,4613613.85,5.0,0.0,2.0,71345350.2,194905.3502,1.9, 1856.302, 126.898, 0.443, 21.963, 1315.048, 2.782, 0.356, 0.227, 0.245, 15.68
1.0,2531.0,617645.8,4613613.91,5.0,0.0,2.0,71345450.2,194905.4502,1.9, 1856.151, 126.897, 0.443, 21.963, 1315.070, 2.757, 0.319, 0.226, 0.245, 14.23
1.0,2532.0,617645.79,4613613.96,5.0,0.0,2.0,71345550.2,194905.5502,1.8, 1762.575, 126.597, 0.478, 21.595, 1245.713, 2.670, 0.332, 0.200, 4.448, 14.45
1.0,2533.0,617645.77,4613614.02,5.0,0.0,2.0,71345650.2,194905.6502,1.7, 1762.677, 126.600, 0.479, 21.601, 1245.704, 2.690, 0.364, 0.200, 4.478, 15.75
1.0,2534.0,617645.76,4613614.07,5.0,0.0,2.0,71345750.2,194905.7502,1.8, 1799.792, 126.729, 0.464, 21.936, 1275.037, 2.729, 0.360, 0.240, 0.305, 15.61
1.0,2535.0,617645.75,4613614.13,5.0,0.0,2.0,71345850.2,194905.8502,1.7, 1922.282, 126.968, 0.423, 22.052, 1398.970, 2.734, 0.241, 0.200, 0.200, 16.42
1.0,2536.0,617645.73,4613614.18,5.0,0.0,2.0,71345950.2,194905.9502,1.9, 2000.000, 127.196, 0.391, 22.121, 1489.639, 2.870, 0.268, 0.204, 0.200, 16.07
1.0,2537.0,617645.72,4613614.25,5.0,0.0,2.0,71346050.2,194906.0502,1.8, 1819.177, 126.767, 0.446, 21.683, 1371.461, 2.761, 0.325, 0.200, 4.744, 15.95
1.0,2538.0,617645.72,4613614.32,5.0,0.0,2.0,71346150.2,194906.1502,1.8, 1853.507, 126.811, 0.433, 22.192, 1408.446, 2.660, 0.205, 0.201, 0.250, 15.02
1.0,2539.0,617645.72,4613614.39,5.0,0.0,2.0,71346250.2,194906.2502,1.7, 1853.532, 126.812, 0.434, 22.194, 1408.462, 2.665, 0.208, 0.200, 0.249, 16.52
1.0,2540.0,617645.72,4613614.47,5.0,0.0,2.0,71346350.2,194906.3502,1.8, 1854.805, 126.818, 0.434, 22.192, 1408.211, 2.870, 0.430, 0.249, 0.252, 15.88
1.0,2541.0,617645.72,4613614.54,5.0,0.0,2.0,71346450.2,194906.4502,1.8, 1982.000, 127.054, 0.397, 22.279, 1502.418, 2.842, 0.246, 0.206, 0.200, 14.38
1.0,2542.0,617645.72,4613614.62,5.0,0.0,2.0,71346550.2,194906.5502,1.9, 1981.611, 127.053, 0.398, 22.280, 1502.497, 2.775, 0.201, 0.200, 0.200, 13.01
1.0,2543.0,617645.72,4613614.69,5.0,0.0,2.0,71346650.2,194906.6502,1.7, 1981.392, 127.053, 0.398, 22.280, 1502.540, 2.735, 0.200, 0.200, 0.200, 11.33
1.0,2544.0,617645.71,4613614.76,5.0,0.0,2.0,71346750.2,194906.7502,1.8, 1820.979, 126.768, 0.454, 21.821, 1375.950, 2.698, 0.256, 0.200, 5.022, 14.38
1.0,2545.0,617645.71,4613614.84,5.0,0.0,2.0,71346850.2,194906.8502,1.7, 1821.072, 126.772, 0.457, 21.854, 1375.966, 2.720, 0.276, 0.200, 4.709, 15.20
1.0,2546.0,617645.71,4613614.91,5.0,0.0,2.0,71346950.2,194906.9502,1.8, 1821.152, 126.776, 0.460, 21.885, 1375.983, 2.739, 0.296, 0.200, 4.418, 15.08
1.0,2547.0,617645.71,4613614.98,5.0,0.0,2.0,71347050.2,194907.0502,1.8, 1821.196, 126.779, 0.462, 21.901, 1375.992, 2.749, 0.307, 0.200, 4.271, 13.75
1.0,2548.0,617645.71,4613615.03,5.0,0.0,2.0,71347150.2,194907.1502,1.7, 1849.973, 126.833, 0.451, 22.245, 1401.834, 2.733, 0.263, 0.218, 0.312, 13.50
1.0,2549.0,617645.71,4613615.09,5.0,0.0,2.0,71347250.2,194907.2502,1.8, 1849.996, 126.833, 0.451, 22.246, 1401.834, 2.737, 0.267, 0.209, 0.312, 16.16
1.0,2550.0,617645.71,4613615.14,5.0,0.0,2.0,71347350.2,194907.3502,1.8, 1849.849, 126.832, 0.451, 22.246, 1401.855, 2.713, 0.246, 0.215, 0.312, 13.57
1.0,2551.0,617645.71,4613615.2,5.0,0.0,2.0,71347450.2,194907.4502,1.8, 1849.487, 126.830, 0.450, 22.246, 1401.906, 2.652, 0.202, 0.218, 0.311, 14.11
1.0,2552.0,617645.71,4613615.25,5.0,0.0,2.0,71347550.2,194907.5502,1.9, 1850.236, 126.834, 0.451, 22.245, 1401.776, 2.786, 0.305, 0.229, 0.313, 16.16
1.0,2553.0,617645.71,4613615.31,5.0,0.0,2.0,71347650.2,194907.6502,1.9, 1850.037, 126.833, 0.451, 22.245, 1401.810, 2.753, 0.269, 0.218, 0.313, 14.73
1.0,2554.0,617645.7,4613615.37,5.0,0.0,2.0,71347750.2,194907.7502,1.8, 1764.853, 126.499, 0.481, 21.826, 1348.987, 2.749, 0.377, 0.204, 6.000, 15.68
1.0,2555.0,617645.7,4613615.42,5.0,0.0,2.0,71347850.2,194907.8502,1.8, 1753.138, 126.452, 0.490, 19.400, 1342.938, 2.852, 0.426, 0.221, 6.000, 19.84
1.0,2556.0,617645.7,4613615.48,5.0,0.0,2.0,71347950.2,194907.9502,1.8, 1748.207, 126.434, 0.493, 18.426, 1340.638, 2.867, 0.323, 0.235, 6.000, 19.09
1.0,2557.0,617645.71,4613615.51,5.0,0.0,2.0,71348050.2,194908.0502,1.8, 1747.344, 126.433, 0.496, 18.509, 1340.664, 2.755, 0.213, 0.200, 4.810, 17.43
1.0,2558.0,617645.72,4613615.53,5.0,0.0,2.0,71348150.2,194908.1502,1.8, 1791.486, 126.484, 0.480, 19.747, 1366.674, 2.723, 0.200, 0.213, 0.248, 17.23
1.0,2559.0,617645.74,4613615.55,5.0,0.0,2.0,71348250.2,194908.2502,1.8, 1792.297, 126.487, 0.481, 19.747, 1366.527, 2.856, 0.292, 0.230, 0.249, 18.75
1.0,2560.0,617645.75,4613615.57,5.0,0.0,2.0,71348350.2,194908.3502,1.8, 1736.234, 126.365, 0.506, 19.741, 1326.905, 2.656, 0.220, 0.200, 0.241, 19.57
1.0,2561.0,617645.76,4613615.59,5.0,0.0,2.0,71348450.2,194908.4502,1.8, 1736.516, 126.377, 0.516, 19.752, 1327.063, 2.707, 0.258, 0.200, 0.229, 21.70
1.0,2562.0,617645.78,4613615.61,5.0,0.0,2.0,71348550.2,194908.5502,1.8, 1736.476, 126.381, 0.520, 19.756, 1327.146, 2.705, 0.255, 0.200, 0.225, 19.99
1.0,2563.0,617645.79,4613615.63,5.0,0.0,2.0,71348650.2,194908.6502,1.8, 1736.212, 126.394, 0.532, 19.768, 1327.465, 2.681, 0.233, 0.200, 0.212, 24.85
1.0,2564.0,617645.8,4613615.64,5.0,0.0,2.0,71348750.2,194908.7502,1.9, 1735.073, 126.392, 0.533, 19.771, 1327.750, 2.522, 0.200, 0.200, 0.208, 18.95
1.0,2565.0,617645.82,4613615.66,5.0,0.0,2.0,71348850.2,194908.8502,1.8, 1735.618, 126.394, 0.533, 19.771, 1327.624, 2.603, 0.259, 0.217, 0.209, 17.89
1.0,2566.0,617645.83,4613615.68,5.0,0.0,2.0,71348950.2,194908.9502,1.9, 1735.539, 126.394, 0.533, 19.771, 1327.647, 2.592, 0.248, 0.202, 0.209, 20.84
1.0,2567.0,617645.84,4613615.67,5.0,0.0,2.0,71349050.2,194909.0502,1.8, 1736.275, 126.397, 0.533, 19.770, 1327.479, 2.695, 0.367, 0.244, 0.210, 17.42
1.0,2568.0,617645.86,4613615.64,5.0,0.0,2.0,71349150.2,194909.1502,1.8, 1736.255, 126.397, 0.533, 19.770, 1327.482, 2.692, 0.362, 0.244, 0.210, 17.87
1.0,2569.0,617645.87,4613615.6,5.0,0.0,2.0,71349250.2,194909.2502,1.9, 1735.908, 126.395, 0.533, 19.770, 1327.551, 2.643, 0.286, 0.221, 0.210, 18.66
1.0,2570.0,617645.89,4613615.56,5.0,0.0,2.0,71349350.2,194909.3502,1.9, 1735.942, 126.394, 0.533, 19.770, 1327.539, 2.647, 0.292, 0.233, 0.210, 15.21
1.0,2571.0,617645.9,4613615.53,5.0,0.0,2.0,71349450.2,194909.4502,1.9, 1735.924, 126.394, 0.533, 19.770, 1327.541, 2.644, 0.288, 0.236, 0.210, 14.98
1.0,2572.0,617645.92,4613615.49,5.0,0.0,2.0,71349550.2,194909.5502,1.8, 1736.086, 126.395, 0.533, 19.770, 1327.513, 2.669, 0.320, 0.233, 0.210, 16.24
1.0,2573.0,617645.93,4613615.45,5.0,0.0,2.0,71349650.2,194909.6502,1.9, 1735.752, 126.394, 0.533, 19.770, 1327.583, 2.621, 0.260, 0.213, 0.209, 18.03
1.0,2574.0,617645.95,4613615.42,5.0,0.0,2.0,71349750.2,194909.7502,1.9, 1734.725, 126.389, 0.533, 19.772, 1327.808, 2.476, 0.200, 0.200, 0.207, 17.49
1.0,2575.0,617645.96,4613615.38,6.0,0.0,2.0,71349850.2,194909.8502,1.8, 1735.173, 126.391, 0.534, 19.772, 1327.702, 2.542, 0.250, 0.209, 0.208, 17.09
1.0,2576.0,617645.98,4613615.34,6.0,0.0,2.0,71349950.2,194909.9502,1.8, 1736.051, 126.397, 0.534, 19.771, 1327.511, 2.670, 0.424, 0.238, 0.209, 19.15
1.0,2586.5,617645.98,4613615.32,6.0,0.0,2.0,71351000.20000002,194910.0502,1.8649999999999998, 1735.746, 126.393, 0.534, 19.771, 1327.561, 2.627, 0.336, 0.237, 0.209, 15.87
1.0,2597.0,617645.99,4613615.32,6.0,0.0,2.0,71352050.2,194912.0502,1.8, 1735.983, 126.395, 0.533, 19.770, 1327.515, 2.662, 0.398, 0.253, 0.210, 14.68
1.0,2598.0,617646.0,4613615.32,6.0,0.0,2.0,71352150.2,194912.1502,1.9, 1735.110, 126.389, 0.534, 19.772, 1327.690, 2.535, 0.217, 0.210, 0.208, 17.86
1.0,2599.0,617646.02,4613615.32,6.0,0.0,2.0,71352250.2,194912.2502,1.8, 1735.375, 126.390, 0.534, 19.771, 1327.627, 2.575, 0.248, 0.220, 0.209, 17.18
1.0,2600.0,617646.03,4613615.32,6.0,0.0,2.0,71352350.2,194912.3502,1.8, 1736.000, 126.394, 0.534, 19.770, 1327.497, 2.669, 0.360, 0.242, 0.210, 17.21
1.0,2601.0,617646.04,4613615.32,6.0,0.0,2.0,71352450.2,194912.4502,1.8, 1736.132, 126.395, 0.534, 19.770, 1327.473, 2.688, 0.396, 0.248, 0.210, 17.09
1.0,2602.0,617646.06,4613615.33,6.0,0.0,2.0,71352550.2,194912.5502,1.8, 1736.161, 126.395, 0.533, 19.770, 1327.463, 2.692, 0.405, 0.261, 0.210, 16.53
1.0,2603.0,617646.07,4613615.33,6.0,0.0,2.0,71352650.2,194912.6502,1.8, 1736.032, 126.394, 0.534, 19.770, 1327.490, 2.672, 0.365, 0.248, 0.210, 15.66
1.0,2604.0,617646.09,4613615.33,6.0,0.0,2.0,71352750.2,194912.7502,1.9, 1735.837, 126.393, 0.534, 19.771, 1327.530, 2.644, 0.318, 0.230, 0.209, 16.12
1.0,2605.0,617646.1,4613615.33,6.0,0.0,2.0,71352850.2,194912.8502,1.8, 1736.426, 126.396, 0.534, 19.770, 1327.417, 2.729, 0.477, 0.267, 0.210, 15.86
1.0,2606.0,617646.11,4613615.33,6.0,0.0,2.0,71352950.2,194912.9502,1.9, 1736.443, 126.397, 0.534, 19.770, 1327.414, 2.731, 0.484, 0.269, 0.210, 18.56
1.0,2607.0,617646.13,4613615.32,6.0,0.0,2.0,71353050.2,194913.0502,1.8, 1735.556, 126.389, 0.534, 19.771, 1327.576, 2.607, 0.246, 0.214, 0.209, 20.75
1.0,2608.0,617646.14,4613615.3,6.0,0.0,2.0,71353150.2,194913.1502,1.8, 1942.797, 127.024, 0.471, 19.897, 1501.380, 2.878, 0.288, 0.215, 0.200, 21.27
1.0,2609.0,617646.16,4613615.28,6.0,0.0,2.0,71353250.2,194913.2502,1.9, 2000.000, 127.148, 0.452, 19.932, 1550.163, 2.934, 0.288, 0.221, 0.200, 20.26
1.0,2610.0,617646.17,4613615.26,6.0,0.0,2.0,71353350.2,194913.3502,1.9, 1999.323, 127.145, 0.452, 19.932, 1550.267, 2.826, 0.206, 0.209, 0.200, 16.91
1.0,2611.0,617646.18,4613615.24,6.0,0.0,2.0,71353450.2,194913.4502,1.8, 1997.461, 127.141, 0.452, 19.932, 1549.277, 2.681, 0.200, 0.200, 0.201, 13.93
