Line,Sample,X,Y,Mark,Status,GPSStat,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ResLayer_4, ResLayer_5, ThiLayer_1, ThiLayer_2, ThiLayer_3, ThiLayer_4,FitError(%)
1.0,2612.0,617646.2,4613615.23,6.0,0.0,2.0,71353550.2,194913.5502,1.8, 1997.535, 127.143, 0.453, 19.933, 1549.297, 2.695, 0.208, 0.200, 0.200, 14.06
1.0,2613.0,617646.21,4613615.21,6.0,0.0,2.0,71353650.2,194913.6502,1.8, 2000.000, 127.179, 0.446, 19.950, 1574.155, 2.756, 0.235, 0.203, 0.200, 16.96
1.0,2614.0,617646.23,4613615.19,6.0,0.0,2.0,71353750.2,194913.7502,1.8, 2000.000, 127.181, 0.446, 19.949, 1574.043, 2.849, 0.317, 0.233, 0.201, 17.94
1.0,2615.0,617646.24,4613615.17,6.0,0.0,2.0,71353850.2,194913.8502,1.8, 1820.589, 126.488, 0.512, 19.506, 1464.178, 2.695, 0.392, 0.211, 6.000, 18.26
1.0,2616.5,617646.26,4613615.15,6.0,0.0,2.0,71354000.2,194913.9502,1.8, 1820.086, 126.485, 0.512, 19.515, 1464.135, 2.643, 0.300, 0.200, 5.820, 15.26
1.0,2618.0,617646.26,4613615.17,6.0,0.0,2.0,71354150.2,194914.1502,1.8, 2000.000, 126.812, 0.472, 31.114, 1243.616, 2.724, 0.233, 0.204, 6.000, 14.84
1.0,2619.0,617646.26,4613615.19,6.0,0.0,2.0,71354250.2,194914.2502,1.8, 2000.000, 126.915, 0.455, 31.665, 1280.015, 2.833, 0.290, 0.233, 0.331, 17.02
1.0,2620.0,617646.26,4613615.21,6.0,0.0,2.0,71354350.2,194914.3502,1.8, 2000.000, 126.916, 0.455, 31.665, 1279.981, 2.868, 0.328, 0.248, 0.332, 17.54
1.0,2621.0,617646.26,4613615.23,6.0,0.0,2.0,71354450.2,194914.4502,1.8, 2000.000, 126.916, 0.455, 31.664, 1279.964, 2.882, 0.348, 0.261, 0.332, 19.17
1.0,2622.0,617646.26,4613615.25,6.0,0.0,2.0,71354550.2,194914.5502,1.8, 1938.409, 126.764, 0.485, 31.063, 1189.303, 2.748, 0.263, 0.218, 6.000, 16.37
1.0,2623.0,617646.26,4613615.26,6.0,0.0,2.0,71354650.2,194914.6502,1.8, 1933.889, 126.762, 0.489, 29.360, 1184.855, 2.904, 0.673, 0.334, 6.000, 22.09
1.0,2624.0,617646.26,4613615.28,6.0,0.0,2.0,71354750.2,194914.7502,1.8, 1933.796, 126.761, 0.489, 29.356, 1184.840, 2.898, 0.645, 0.325, 6.000, 20.98
1.0,2625.0,617646.26,4613615.3,6.0,0.0,2.0,71354850.2,194914.8502,1.8, 1933.010, 126.755, 0.490, 29.373, 1184.802, 2.808, 0.364, 0.243, 6.000, 15.91
1.0,2626.0,617646.26,4613615.32,6.0,0.0,2.0,71354950.2,194914.9502,1.8, 1932.990, 126.755, 0.490, 29.370, 1184.791, 2.808, 0.365, 0.236, 6.000, 18.03
1.0,2627.0,617646.26,4613615.35,6.0,0.0,2.0,71355050.2,194915.0502,1.9, 1953.774, 126.781, 0.484, 30.546, 1212.287, 2.576, 0.209, 0.200, 0.429, 18.98
1.0,2628.0,617646.26,4613615.38,6.0,0.0,2.0,71355150.2,194915.1502,1.9, 2000.000, 126.984, 0.446, 30.711, 1334.100, 2.706, 0.234, 0.200, 0.200, 17.03
1.0,2629.0,617646.26,4613615.42,6.0,0.0,2.0,71355250.2,194915.2502,1.8, 1826.547, 126.515, 0.514, 30.047, 1186.544, 2.629, 0.318, 0.214, 6.000, 14.64
1.0,2630.0,617646.26,4613615.46,6.0,0.0,2.0,71355350.2,194915.3502,1.8, 1824.872, 126.509, 0.515, 29.597, 1185.285, 2.624, 0.296, 0.216, 6.000, 14.75
1.0,2631.0,617646.26,4613615.5,6.0,0.0,2.0,71355450.2,194915.4502,1.9, 1857.193, 126.602, 0.498, 30.122, 1213.205, 2.670, 0.314, 0.254, 0.352, 13.87
1.0,2632.0,617646.26,4613615.53,6.0,0.0,2.0,71355550.2,194915.5502,1.9, 2000.000, 127.144, 0.403, 30.359, 1408.050, 2.807, 0.223, 0.203, 0.200, 15.08
1.0,2633.0,617646.26,4613615.57,6.0,0.0,2.0,71355650.2,194915.6502,1.8, 1999.890, 127.144, 0.403, 30.359, 1408.072, 2.788, 0.211, 0.200, 0.200, 15.11
1.0,2634.0,617646.26,4613615.61,6.0,0.0,2.0,71355750.2,194915.7502,1.8, 1999.577, 127.143, 0.403, 30.359, 1408.127, 2.732, 0.200, 0.200, 0.200, 13.21
1.0,2635.0,617646.25,4613615.64,6.0,0.0,2.0,71355850.2,194915.8502,1.8, 1999.529, 127.143, 0.404, 30.360, 1408.153, 2.725, 0.200, 0.200, 0.200, 12.50
1.0,2636.0,617646.25,4613615.68,6.0,0.0,2.0,71355950.2,194915.9502,1.8, 1999.628, 127.147, 0.407, 30.363, 1408.205, 2.748, 0.212, 0.200, 0.200, 13.78
1.0,2637.0,617646.25,4613615.74,6.0,0.0,2.0,71356050.2,194916.0502,1.8, 2000.000, 127.190, 0.401, 30.378, 1428.024, 2.843, 0.264, 0.200, 0.200, 16.69
1.0,2638.0,617646.23,4613615.81,6.0,0.0,2.0,71356150.2,194916.1502,1.9, 1999.898, 127.191, 0.403, 30.380, 1428.076, 2.829, 0.252, 0.200, 0.200, 15.48
1.0,2639.0,617646.22,4613615.88,6.0,0.0,2.0,71356250.2,194916.2502,1.9, 1923.061, 127.073, 0.426, 30.333, 1361.809, 2.706, 0.208, 0.200, 0.274, 15.17
1.0,2640.0,617646.2,4613615.96,6.0,0.0,2.0,71356350.2,194916.3502,1.9, 1932.756, 127.088, 0.423, 30.346, 1371.622, 2.747, 0.230, 0.200, 0.252, 15.20
1.0,2641.0,617646.19,4613616.03,6.0,0.0,2.0,71356450.2,194916.4502,1.9, 2000.000, 127.247, 0.399, 30.415, 1443.776, 2.856, 0.255, 0.204, 0.200, 15.98
1.0,2642.0,617646.17,4613616.1,6.0,0.0,2.0,71356550.2,194916.5502,1.9, 1840.490, 127.017, 0.450, 29.867, 1305.351, 2.720, 0.237, 0.200, 3.722, 14.34
1.0,2643.0,617646.16,4613616.18,6.0,0.0,2.0,71356650.2,194916.6502,1.9, 1840.351, 127.018, 0.450, 29.823, 1305.125, 2.740, 0.254, 0.200, 4.542, 15.51
1.0,2644.0,617646.14,4613616.25,6.0,0.0,2.0,71356750.2,194916.7502,1.9, 1868.993, 127.067, 0.446, 30.835, 1335.930, 2.732, 0.227, 0.200, 0.365, 19.65
1.0,2645.0,617646.13,4613616.33,6.0,0.0,2.0,71356850.2,194916.8502,1.9, 1868.972, 127.069, 0.448, 30.839, 1335.977, 2.731, 0.227, 0.200, 0.361, 17.43
1.0,2646.0,617646.11,4613616.4,6.0,0.0,2.0,71356950.2,194916.9502,1.9, 1869.284, 127.070, 0.447, 30.837, 1335.914, 2.782, 0.265, 0.226, 0.362, 14.64
1.0,2647.0,617646.1,4613616.47,6.0,0.0,2.0,71357050.2,194917.0502,1.8, 1868.974, 127.069, 0.447, 30.838, 1335.969, 2.730, 0.223, 0.207, 0.361, 15.52
1.0,2648.0,617646.08,4613616.55,6.0,0.0,2.0,71357150.2,194917.1502,1.9, 1868.904, 127.070, 0.449, 30.840, 1336.005, 2.719, 0.216, 0.200, 0.359, 16.95
1.0,2649.0,617646.07,4613616.62,6.0,0.0,2.0,71357250.2,194917.2502,1.9, 1868.957, 127.069, 0.448, 30.840, 1335.985, 2.728, 0.222, 0.216, 0.360, 14.27
1.0,2650.0,617646.05,4613616.69,6.0,0.0,2.0,71357350.2,194917.3502,1.9, 1771.576, 126.868, 0.488, 30.173, 1261.425, 2.712, 0.270, 0.223, 6.000, 16.29
1.0,2651.0,617646.04,4613616.77,6.0,0.0,2.0,71357450.2,194917.4502,1.8, 1770.646, 126.866, 0.489, 30.215, 1261.353, 2.593, 0.200, 0.200, 5.490, 14.41
1.0,2652.0,617646.02,4613616.84,6.0,0.0,2.0,71357550.2,194917.5502,1.8, 1821.260, 126.923, 0.472, 32.183, 1273.373, 2.613, 0.207, 0.219, 0.367, 12.69
1.0,2653.0,617646.0,4613616.92,6.0,0.0,2.0,71357650.2,194917.6502,1.8, 1771.865, 126.856, 0.495, 31.660, 1219.636, 2.527, 0.200, 0.200, 4.869, 12.35
1.0,2654.0,617645.99,4613616.99,6.0,0.0,2.0,71357750.2,194917.7502,1.8, 1771.609, 126.855, 0.495, 31.650, 1219.558, 2.501, 0.200, 0.200, 5.195, 11.34
1.0,2655.0,617645.97,4613617.06,6.0,0.0,2.0,71357850.2,194917.8502,1.8, 1772.250, 126.858, 0.495, 31.562, 1219.442, 2.614, 0.294, 0.227, 6.000, 15.35
1.0,2656.0,617645.96,4613617.14,6.0,0.0,2.0,71357950.2,194917.9502,1.9, 1772.862, 126.862, 0.495, 31.485, 1219.351, 2.721, 0.489, 0.269, 6.000, 19.06
1.0,2657.0,617645.94,4613617.21,6.0,0.0,2.0,71358050.2,194918.0502,1.8, 1772.647, 126.861, 0.495, 31.474, 1219.304, 2.705, 0.443, 0.250, 6.000, 17.71
1.0,2658.0,617645.93,4613617.29,6.0,0.0,2.0,71358150.2,194918.1502,1.9, 1772.789, 126.862, 0.495, 31.458, 1219.283, 2.729, 0.514, 0.256, 6.000, 21.84
1.0,2659.0,617645.91,4613617.36,6.0,0.0,2.0,71358250.2,194918.2502,1.9, 1761.066, 126.834, 0.504, 28.284, 1210.252, 2.608, 0.237, 0.206, 6.000, 16.54
1.0,2660.0,617645.9,4613617.43,6.0,0.0,2.0,71358350.2,194918.3502,2.0, 1758.927, 126.830, 0.506, 27.549, 1208.317, 2.671, 0.272, 0.219, 6.000, 17.22
1.0,2661.0,617645.88,4613617.51,6.0,0.0,2.0,71358450.2,194918.4502,1.8, 1753.083, 126.819, 0.511, 25.896, 1203.805, 2.684, 0.251, 0.216, 6.000, 19.72
1.0,2662.0,617645.87,4613617.58,6.0,0.0,2.0,71358550.2,194918.5502,1.9, 1748.414, 126.810, 0.514, 24.797, 1200.830, 2.581, 0.240, 0.213, 6.000, 17.32
1.0,2663.0,617645.85,4613617.65,6.0,0.0,2.0,71358650.2,194918.6502,1.9, 1748.169, 126.809, 0.514, 24.811, 1200.810, 2.552, 0.216, 0.200, 5.960, 15.03
1.0,2664.0,617645.84,4613617.73,6.0,0.0,2.0,71358750.2,194918.7502,1.7, 1774.300, 126.846, 0.501, 25.366, 1236.515, 2.510, 0.200, 0.214, 0.278, 13.73
1.0,2665.0,617645.82,4613617.8,6.0,0.0,2.0,71358850.2,194918.8502,1.7, 1941.312, 127.108, 0.441, 25.530, 1409.185, 2.626, 0.200, 0.200, 0.200, 13.02
1.0,2666.0,617645.81,4613617.88,6.0,0.0,2.0,71358950.2,194918.9502,1.8, 2000.000, 127.293, 0.409, 25.598, 1490.622, 2.782, 0.245, 0.206, 0.200, 15.79
1.0,2667.0,617645.79,4613617.95,6.0,0.0,2.0,71359050.2,194919.0502,1.9, 1834.952, 126.942, 0.469, 25.000, 1365.023, 2.672, 0.267, 0.204, 6.000, 16.64
1.0,2668.0,617645.78,4613618.02,6.0,0.0,2.0,71359150.2,194919.1502,1.9, 1834.887, 126.947, 0.472, 25.065, 1365.067, 2.667, 0.262, 0.200, 5.227, 16.43
1.0,2669.0,617645.76,4613618.1,6.0,0.0,2.0,71359250.2,194919.2502,1.8, 1834.956, 126.950, 0.475, 25.097, 1365.084, 2.683, 0.277, 0.200, 4.939, 17.58
1.0,2670.0,617645.75,4613618.17,6.0,0.0,2.0,71359350.2,194919.3502,1.9, 1834.470, 126.949, 0.475, 25.077, 1364.951, 2.640, 0.237, 0.200, 5.781, 14.68
1.0,2671.0,617645.73,4613618.24,6.0,0.0,2.0,71359450.2,194919.4502,1.8, 1834.513, 126.949, 0.475, 25.063, 1364.927, 2.651, 0.245, 0.204, 6.000, 15.86
1.0,2672.0,617645.72,4613618.32,6.0,0.0,2.0,71359550.2,194919.5502,1.8, 1858.151, 126.984, 0.464, 25.510, 1388.555, 2.641, 0.223, 0.227, 0.363, 13.93
1.0,2673.0,617645.7,4613618.39,6.0,0.0,2.0,71359650.2,194919.6502,1.7, 1858.087, 126.984, 0.464, 25.510, 1388.567, 2.630, 0.215, 0.224, 0.363, 12.08
1.0,2674.0,617645.69,4613618.47,6.0,0.0,2.0,71359750.2,194919.7502,1.7, 1857.813, 126.983, 0.464, 25.511, 1388.615, 2.581, 0.200, 0.222, 0.362, 12.08
1.0,2675.0,617645.67,4613618.54,6.0,0.0,2.0,71359850.2,194919.8502,1.9, 1857.848, 126.983, 0.464, 25.510, 1388.608, 2.587, 0.204, 0.224, 0.362, 11.26
1.0,2676.0,617645.66,4613618.61,6.0,0.0,2.0,71359950.2,194919.9502,1.9, 1801.700, 126.848, 0.489, 25.071, 1339.347, 2.612, 0.253, 0.200, 5.822, 14.79
1.0,2677.0,617645.64,4613618.68,6.0,0.0,2.0,71360050.2,194920.0502,2.1, 1801.724, 126.849, 0.490, 25.032, 1339.256, 2.631, 0.271, 0.201, 6.000, 16.80
1.0,2678.0,617645.61,4613618.73,6.0,0.0,2.0,71360150.2,194920.1502,2.1, 2000.000, 127.301, 0.410, 25.652, 1575.488, 2.774, 0.231, 0.201, 0.200, 18.29
1.0,2679.0,617645.58,4613618.79,6.0,0.0,2.0,71360250.2,194920.2502,1.9, 1999.926, 127.302, 0.411, 25.653, 1575.520, 2.761, 0.222, 0.200, 0.200, 18.06
1.0,2680.0,617645.55,4613618.84,6.0,0.0,2.0,71360350.2,194920.3502,1.8, 1999.785, 127.301, 0.410, 25.653, 1575.542, 2.736, 0.207, 0.207, 0.200, 13.16
1.0,2681.0,617645.52,4613618.9,6.0,0.0,2.0,71360450.2,194920.4502,1.7, 1875.545, 127.121, 0.454, 25.295, 1460.804, 2.690, 0.234, 0.200, 2.728, 14.08
1.0,2682.0,617645.49,4613618.95,6.0,0.0,2.0,71360550.2,194920.5502,1.7, 1896.923, 127.148, 0.445, 25.587, 1482.341, 2.667, 0.208, 0.213, 0.360, 14.18
1.0,2683.0,617645.46,4613619.01,6.0,0.0,2.0,71360650.2,194920.6502,1.8, 1897.086, 127.148, 0.445, 25.586, 1482.308, 2.695, 0.226, 0.228, 0.361, 13.73
1.0,2684.0,617645.44,4613619.06,6.0,0.0,2.0,71360750.2,194920.7502,1.7, 1862.047, 127.100, 0.459, 25.309, 1448.937, 2.639, 0.205, 0.200, 2.655, 12.83
1.0,2685.0,617645.41,4613619.12,6.0,0.0,2.0,71360850.2,194920.8502,1.7, 1876.537, 127.117, 0.452, 25.620, 1466.677, 2.527, 0.200, 0.202, 0.371, 12.96
1.0,2686.0,617645.38,4613619.17,6.0,0.0,2.0,71360950.2,194920.9502,1.8, 1876.787, 127.118, 0.453, 25.620, 1466.625, 2.570, 0.229, 0.208, 0.372, 14.27
1.0,2687.0,617645.36,4613619.23,6.0,0.0,2.0,71361050.2,194921.0502,1.8, 1828.140, 126.977, 0.472, 25.284, 1421.715, 2.601, 0.304, 0.200, 3.575, 15.74
1.0,2688.0,617645.34,4613619.28,6.0,0.0,2.0,71361150.2,194921.1502,1.8, 1939.815, 127.192, 0.428, 25.741, 1544.455, 2.621, 0.228, 0.204, 0.200, 15.11
1.0,2689.0,617645.33,4613619.34,6.0,0.0,2.0,71361250.2,194921.2502,1.8, 1939.876, 127.192, 0.429, 25.741, 1544.450, 2.632, 0.237, 0.200, 0.200, 15.72
1.0,2690.0,617645.31,4613619.39,6.0,0.0,2.0,71361350.2,194921.3502,1.7, 1939.571, 127.191, 0.428, 25.741, 1544.508, 2.580, 0.200, 0.200, 0.200, 12.52
1.0,2691.0,617645.3,4613619.45,6.0,0.0,2.0,71361450.2,194921.4502,1.7, 1939.480, 127.191, 0.428, 25.741, 1544.529, 2.564, 0.200, 0.200, 0.200, 13.20
1.0,2692.0,617645.28,4613619.5,6.0,0.0,2.0,71361550.2,194921.5502,1.9, 1939.565, 127.194, 0.432, 25.744, 1544.580, 2.582, 0.211, 0.200, 0.200, 15.48
1.0,2693.0,617645.27,4613619.56,6.0,0.0,2.0,71361650.2,194921.6502,1.9, 1939.695, 127.200, 0.436, 25.749, 1544.653, 2.610, 0.230, 0.200, 0.200, 15.84
1.0,2694.0,617645.25,4613619.62,6.0,0.0,2.0,71361750.2,194921.7502,1.9, 1940.047, 127.201, 0.436, 25.748, 1544.580, 2.669, 0.283, 0.208, 0.200, 15.78
1.0,2695.0,617645.24,4613619.67,6.0,0.0,2.0,71361850.2,194921.8502,1.9, 1939.931, 127.201, 0.437, 25.749, 1544.604, 2.650, 0.263, 0.202, 0.200, 15.74
1.0,2732.0,617645.22,4613619.73,6.5,0.0,2.0,71365550.2,194921.9502,1.85, 1939.950, 127.201, 0.436, 25.748, 1544.600, 2.653, 0.266, 0.205, 0.200, 16.75
1.0,2697.0,617645.21,4613619.76,6.0,0.0,2.0,71362050.2,194922.0502,1.9, 1940.043, 127.201, 0.436, 25.748, 1544.575, 2.669, 0.282, 0.219, 0.200, 13.23
1.0,2698.0,617645.19,4613619.78,6.0,0.0,2.0,71362150.2,194922.1502,1.7, 1771.469, 126.287, 0.499, 25.205, 1424.610, 2.555, 0.468, 0.213, 6.000, 16.94
1.0,2699.0,617645.18,4613619.8,6.0,0.0,2.0,71362250.2,194922.2502,1.8, 1782.528, 126.324, 0.499, 25.845, 1440.077, 2.463, 0.259, 0.203, 0.456, 18.08
1.0,2700.0,617645.17,4613619.82,6.0,0.0,2.0,71362350.2,194922.3502,1.8, 1794.668, 126.353, 0.493, 25.904, 1457.476, 2.461, 0.244, 0.201, 0.294, 17.39
1.0,2701.0,617645.15,4613619.84,6.0,0.0,2.0,71362450.2,194922.4502,1.8, 1794.492, 126.352, 0.493, 25.904, 1457.513, 2.434, 0.220, 0.200, 0.293, 15.58
1.0,2702.0,617645.14,4613619.85,6.0,0.0,2.0,71362550.2,194922.5502,1.8, 1794.724, 126.354, 0.494, 25.904, 1457.461, 2.470, 0.252, 0.201, 0.294, 13.65
1.0,2703.0,617645.12,4613619.87,6.0,0.0,2.0,71362650.2,194922.6502,1.8, 1719.291, 126.163, 0.527, 25.811, 1357.018, 2.457, 0.323, 0.200, 0.345, 16.41
1.0,2704.0,617645.11,4613619.89,6.0,0.0,2.0,71362750.2,194922.7502,1.8, 1719.798, 126.167, 0.528, 25.810, 1356.906, 2.524, 0.475, 0.215, 0.347, 20.01
1.0,2705.0,617645.1,4613619.91,6.0,0.0,2.0,71362850.2,194922.8502,1.9, 1636.181, 125.041, 0.564, 23.866, 1296.899, 2.426, 0.693, 0.225, 6.000, 21.58
1.0,2706.0,617645.08,4613619.93,6.0,0.0,2.0,71362950.2,194922.9502,1.8, 1636.271, 125.040, 0.563, 23.842, 1296.877, 2.435, 0.779, 0.269, 6.000, 19.21
1.0,2707.0,617645.07,4613619.95,6.0,0.0,2.0,71363050.2,194923.0502,1.8, 1672.250, 125.281, 0.542, 24.321, 1336.424, 2.428, 0.413, 0.251, 0.259, 13.17
1.0,2708.0,617645.05,4613619.96,6.0,0.0,2.0,71363150.2,194923.1502,1.8, 1672.130, 125.280, 0.543, 24.322, 1336.451, 2.410, 0.368, 0.240, 0.259, 13.88
1.0,2709.0,617645.04,4613619.98,6.0,0.0,2.0,71363250.2,194923.2502,1.8, 1605.505, 124.674, 0.585, 24.403, 1257.991, 2.331, 0.446, 0.220, 6.000, 13.42
1.0,2710.0,617645.02,4613620.0,6.0,0.0,2.0,71363350.2,194923.3502,1.8, 1605.505, 124.674, 0.585, 24.403, 1257.991, 2.331, 0.446, 0.220, 6.000, 14.25
1.0,2711.0,617645.01,4613620.02,6.0,0.0,2.0,71363450.2,194923.4502,1.8, 1634.617, 124.885, 0.567, 24.857, 1294.359, 2.368, 0.422, 0.246, 0.290, 13.83
1.0,2712.0,617645.0,4613620.04,6.0,0.0,2.0,71363550.2,194923.5502,1.8, 1634.740, 124.887, 0.567, 24.856, 1294.331, 2.385, 0.480, 0.258, 0.291, 13.05
1.0,2713.0,617644.98,4613620.06,6.0,0.0,2.0,71363650.2,194923.6502,1.8, 1542.760, 123.225, 0.625, 24.373, 1231.828, 2.231, 0.800, 0.279, 6.000, 16.08
1.0,2714.0,617644.97,4613620.07,6.0,0.0,2.0,71363750.2,194923.7502,1.8, 1542.784, 123.227, 0.626, 24.376, 1231.827, 2.234, 0.842, 0.261, 6.000, 19.06
1.0,2715.0,617644.95,4613620.09,6.0,0.0,2.0,71363850.2,194923.8502,1.8, 1542.575, 123.223, 0.626, 24.382, 1231.797, 2.221, 0.687, 0.227, 6.000, 18.14
1.0,2716.0,617644.94,4613620.11,6.0,0.0,2.0,71363950.2,194923.9502,1.8, 1537.198, 123.143, 0.634, 22.713, 1226.996, 2.225, 0.662, 0.217, 6.000, 17.73
1.0,2717.0,617644.93,4613620.11,6.0,0.0,2.0,71364050.2,194924.0502,1.9, 1621.831, 124.190, 0.590, 24.322, 1292.224, 2.366, 0.520, 0.253, 0.200, 16.12
1.0,2718.0,617644.93,4613620.09,6.0,0.0,2.0,71364150.2,194924.1502,1.9, 1678.672, 124.688, 0.560, 24.366, 1354.527, 2.449, 0.473, 0.249, 0.200, 14.84
1.0,2719.0,617644.93,4613620.07,6.0,0.0,2.0,71364250.2,194924.2502,1.8, 1528.433, 123.241, 0.636, 23.842, 1194.742, 2.209, 0.529, 0.200, 4.615, 15.41
1.0,2720.0,617644.93,4613620.05,6.0,0.0,2.0,71364350.2,194924.3502,1.8, 1526.770, 123.200, 0.638, 23.275, 1193.250, 2.253, 0.834, 0.250, 6.000, 21.11
1.0,2721.0,617644.93,4613620.04,6.0,0.0,2.0,71364450.2,194924.4502,1.8, 1524.626, 123.151, 0.641, 22.892, 1192.101, 2.223, 0.580, 0.218, 6.000, 18.18
1.0,2722.0,617644.93,4613620.02,6.0,0.0,2.0,71364550.2,194924.5502,1.8, 1516.685, 123.059, 0.656, 20.158, 1184.283, 2.255, 0.670, 0.235, 6.000, 18.43
1.0,2723.0,617644.93,4613620.0,6.0,0.0,2.0,71364650.2,194924.6502,1.8, 1515.123, 123.028, 0.659, 19.715, 1183.150, 2.271, 0.780, 0.255, 6.000, 19.99
1.0,2724.0,617644.93,4613619.98,6.0,0.0,2.0,71364750.2,194924.7502,1.8, 1514.391, 123.021, 0.664, 19.822, 1183.165, 2.217, 0.399, 0.200, 4.402, 15.80
1.0,2725.0,617644.93,4613619.96,6.0,0.0,2.0,71364850.2,194924.8502,1.8, 1541.041, 123.208, 0.643, 20.146, 1228.055, 2.250, 0.380, 0.244, 0.237, 17.03
1.0,2726.0,617644.94,4613619.94,6.0,0.0,2.0,71364950.2,194924.9502,1.8, 1644.005, 123.682, 0.580, 20.273, 1431.577, 2.326, 0.278, 0.210, 0.200, 19.44
1.0,2727.0,617644.94,4613619.92,6.0,0.0,2.0,71365050.2,194925.0502,1.8, 1645.044, 123.691, 0.580, 20.272, 1431.303, 2.467, 0.582, 0.262, 0.202, 20.21
1.0,2728.0,617644.94,4613619.91,6.0,0.0,2.0,71365150.2,194925.1502,1.8, 1527.339, 122.316, 0.648, 19.852, 1303.616, 2.242, 0.554, 0.200, 5.718, 20.35
1.0,2729.0,617644.94,4613619.89,6.0,0.0,2.0,71365250.2,194925.2502,1.8, 1527.298, 122.313, 0.648, 19.837, 1303.591, 2.239, 0.537, 0.223, 6.000, 16.17
1.0,2730.0,617644.94,4613619.87,6.0,0.0,2.0,71365350.2,194925.3502,1.8, 1527.298, 122.313, 0.648, 19.837, 1303.591, 2.239, 0.537, 0.223, 6.000, 16.09
1.0,2731.0,617644.94,4613619.85,6.0,0.0,2.0,71365450.2,194925.4502,1.8, 1559.656, 122.789, 0.623, 20.191, 1334.763, 2.319, 0.612, 0.296, 0.271, 16.62
1.0,2732.0,617644.94,4613619.83,6.0,0.0,2.0,71365550.2,194925.5502,1.8, 1559.568, 122.787, 0.623, 20.191, 1334.781, 2.308, 0.543, 0.288, 0.271, 16.37
1.0,2733.0,617644.94,4613619.81,6.0,0.0,2.0,71365650.2,194925.6502,1.8, 1559.555, 122.787, 0.623, 20.191, 1334.784, 2.306, 0.534, 0.286, 0.271, 15.50
1.0,2734.0,617644.94,4613619.8,6.0,0.0,2.0,71365750.2,194925.7502,1.8, 1698.565, 123.765, 0.538, 20.320, 1495.313, 2.464, 0.362, 0.243, 0.200, 15.81
1.0,2735.0,617644.94,4613619.78,6.0,0.0,2.0,71365850.2,194925.8502,1.8, 1727.835, 123.850, 0.528, 20.334, 1478.432, 2.473, 0.327, 0.239, 0.200, 14.13
1.0,2736.0,617644.94,4613619.76,6.0,0.0,2.0,71365950.2,194925.9502,1.8, 1727.845, 123.850, 0.528, 20.334, 1478.429, 2.474, 0.329, 0.241, 0.200, 13.87
1.0,2737.0,617644.95,4613619.74,6.0,0.0,2.0,71366050.2,194926.0502,1.8, 1727.789, 123.850, 0.529, 20.334, 1478.444, 2.466, 0.315, 0.230, 0.200, 15.05
1.0,2738.0,617644.96,4613619.72,6.0,0.0,2.0,71366150.2,194926.1502,1.8, 1727.957, 123.851, 0.529, 20.334, 1478.409, 2.491, 0.359, 0.238, 0.200, 15.31
1.0,2739.0,617644.97,4613619.7,6.0,0.0,2.0,71366250.2,194926.2502,1.9, 1867.029, 124.450, 0.466, 20.430, 1606.454, 2.646, 0.331, 0.232, 0.200, 16.44
1.0,2740.0,617644.99,4613619.68,6.0,0.0,2.0,71366350.2,194926.3502,1.8, 1867.339, 124.452, 0.466, 20.429, 1606.395, 2.696, 0.424, 0.254, 0.201, 16.70
1.0,2741.0,617645.0,4613619.67,6.0,0.0,2.0,71366450.2,194926.4502,1.9, 1943.925, 124.655, 0.439, 20.484, 1677.492, 2.661, 0.250, 0.207, 0.200, 14.87
1.0,2742.0,617645.02,4613619.65,6.0,0.0,2.0,71366550.2,194926.5502,1.9, 1982.339, 124.717, 0.426, 20.515, 1718.240, 2.665, 0.229, 0.200, 0.200, 15.79
1.0,2743.0,617645.03,4613619.63,6.0,0.0,2.0,71366650.2,194926.6502,1.9, 1982.720, 124.718, 0.426, 20.514, 1718.167, 2.731, 0.284, 0.208, 0.200, 16.97
1.0,2744.0,617645.04,4613619.61,7.0,0.0,2.0,71366750.2,194926.7502,1.9, 1982.726, 124.718, 0.426, 20.514, 1718.164, 2.732, 0.285, 0.212, 0.200, 16.17
1.0,2745.0,617645.06,4613619.59,7.0,0.0,2.0,71366850.2,194926.8502,1.8, 1982.388, 124.718, 0.427, 20.515, 1718.245, 2.676, 0.231, 0.200, 0.200, 13.77
1.0,2746.0,617645.07,4613619.58,7.0,0.0,2.0,71366950.2,194926.9502,1.9, 1982.432, 124.720, 0.428, 20.517, 1718.272, 2.686, 0.238, 0.200, 0.200, 15.05
1.0,2747.0,617645.08,4613619.58,7.0,0.0,2.0,71367050.2,194927.0502,1.9, 1982.326, 124.720, 0.429, 20.518, 1718.317, 2.669, 0.225, 0.200, 0.200, 16.10
1.0,2748.0,617645.08,4613619.59,7.0,0.0,2.0,71367150.2,194927.1502,1.9, 1982.251, 124.722, 0.431, 20.520, 1718.370, 2.659, 0.218, 0.200, 0.200, 15.93
1.0,2749.0,617645.08,4613619.61,7.0,0.0,2.0,71367250.2,194927.2502,1.9, 1982.284, 124.724, 0.432, 20.521, 1718.390, 2.666, 0.223, 0.200, 0.200, 14.89
1.0,2750.0,617645.08,4613619.63,7.0,0.0,2.0,71367350.2,194927.3502,1.9, 1982.283, 124.724, 0.433, 20.522, 1718.401, 2.667, 0.223, 0.200, 0.200, 14.40
